Generation,Population,Score,Steps,Fitness
55,12,37,1924,0.7115384615384616
55,13,39,1365,1.1142857142857143
55,14,41,1271,1.3225806451612903
55,15,42,1092,1.6153846153846154
55,16,41,1886,0.8913043478260869
55,17,34,1122,1.0303030303030303
55,18,36,1080,1.2
55,19,34,884,1.3076923076923077
55,20,35,1820,0.6730769230769231
55,21,41,861,1.9523809523809523
55,22,43,989,1.8695652173913044
55,23,42,2184,0.8076923076923077
55,24,34,1292,0.8947368421052632
55,25,34,714,1.619047619047619
55,26,34,1802,0.6415094339622641
55,27,41,1763,0.9534883720930233
55,28,33,726,1.5
55,29,40,1640,0.975609756097561
55,30,37,1887,0.7254901960784313
55,31,40,1400,1.1428571428571428
55,32,34,1224,0.9444444444444444
55,33,36,972,1.3333333333333333
55,34,41,1804,0.9318181818181818
55,35,36,1512,0.8571428571428571
55,36,37,1369,1.0
55,37,38,1292,1.1176470588235294
55,38,38,1064,1.3571428571428572
55,39,41,2050,0.82
55,40,41,1968,0.8541666666666666
55,41,36,1944,0.6666666666666666
55,42,34,1224,0.9444444444444444
55,43,35,945,1.2962962962962963
55,44,34,680,1.7
55,45,34,1360,0.85
55,46,33,1782,0.6111111111111112
55,47,37,703,1.9473684210526316
55,48,40,1160,1.3793103448275863
55,49,42,1008,1.75
55,50,38,1064,1.3571428571428572
55,51,43,2021,0.9148936170212766
55,52,42,2184,0.8076923076923077
55,53,39,1365,1.1142857142857143
55,54,40,1960,0.8163265306122449
55,55,40,2160,0.7407407407407407
55,56,42,1176,1.5
55,57,38,1368,1.0555555555555556
55,58,33,726,1.5
55,59,35,1015,1.206896551724138
55,60,43,1935,0.9555555555555556
55,61,43,1720,1.075
55,62,33,1716,0.6346153846153846
55,63,34,1564,0.7391304347826086
55,64,40,2240,0.7142857142857143
55,65,43,817,2.263157894736842
55,66,39,1560,0.975
55,67,39,1638,0.9285714285714286
55,68,36,972,1.3333333333333333
55,69,42,2100,0.84
55,70,37,1739,0.7872340425531915
55,71,36,1800,0.72
55,72,34,1258,0.918918918918919
55,73,33,1782,0.6111111111111112
55,74,41,861,1.9523809523809523
55,75,42,1386,1.2727272727272727
55,76,36,684,1.894736842105263
55,77,37,1887,0.7254901960784313
55,78,42,2058,0.8571428571428571
55,79,35,1750,0.7
55,80,35,1960,0.625
55,81,35,770,1.5909090909090908
55,82,35,1960,0.625
55,83,43,2064,0.8958333333333334
55,84,36,1944,0.6666666666666666
55,85,39,1092,1.3928571428571428
55,86,36,720,1.8
55,87,39,1755,0.8666666666666667
55,88,37,888,1.5416666666666667
55,89,35,1155,1.0606060606060606
55,90,40,2040,0.7843137254901961
55,91,34,1904,0.6071428571428571
55,92,43,1677,1.1025641025641026
55,93,39,1833,0.8297872340425532
55,94,37,1110,1.2333333333333334
55,95,33,1386,0.7857142857142857
55,96,42,882,2.0
55,97,42,1092,1.6153846153846154
55,98,43,1548,1.1944444444444444
55,99,40,1360,1.1764705882352942
56,0,34,816,1.4166666666666667
56,1,38,1596,0.9047619047619048
56,2,41,1476,1.1388888888888888
56,3,35,1120,1.09375
56,4,41,1189,1.4137931034482758
56,5,35,910,1.3461538461538463
56,6,42,1008,1.75
56,7,39,1599,0.9512195121951219
56,8,40,1920,0.8333333333333334
56,9,34,850,1.36
56,10,39,1209,1.2580645161290323
56,11,37,1369,1.0
56,12,40,1640,0.975609756097561
56,13,33,1584,0.6875
56,14,40,2200,0.7272727272727273
56,15,40,1720,0.9302325581395349
56,16,42,1596,1.105263157894737
56,17,41,1927,0.8723404255319149
56,18,36,1368,0.9473684210526315
56,19,39,2184,0.6964285714285714
56,20,40,920,1.7391304347826086
56,21,35,1855,0.660377358490566
56,22,33,1551,0.7021276595744681
56,23,41,1353,1.2424242424242424
56,24,36,1080,1.2
56,25,38,1710,0.8444444444444444
56,26,36,1548,0.8372093023255814
56,27,41,1066,1.5769230769230769
56,28,34,1190,0.9714285714285714
56,29,41,1763,0.9534883720930233
56,30,37,1369,1.0
56,31,41,1107,1.5185185185185186
56,32,37,1295,1.0571428571428572
56,33,42,2226,0.7924528301886793
56,34,42,1890,0.9333333333333333
56,35,35,1610,0.7608695652173914
56,36,35,1960,0.625
56,37,37,1924,0.7115384615384616
56,38,38,1862,0.7755102040816326
56,39,36,1152,1.125
56,40,37,1073,1.2758620689655173
56,41,38,1368,1.0555555555555556
56,42,35,1540,0.7954545454545454
56,43,42,798,2.210526315789474
56,44,42,2268,0.7777777777777778
56,45,42,1974,0.8936170212765957
56,46,39,1482,1.0263157894736843
56,47,37,1332,1.0277777777777777
56,48,33,1584,0.6875
56,49,38,1672,0.8636363636363636
56,50,39,1833,0.8297872340425532
56,51,33,1584,0.6875
56,52,37,2072,0.6607142857142857
56,53,37,1258,1.088235294117647
56,54,34,952,1.2142857142857142
56,55,40,1960,0.8163265306122449
56,56,39,1053,1.4444444444444444
56,57,40,2120,0.7547169811320755
56,58,40,1320,1.2121212121212122
56,59,35,1575,0.7777777777777778
56,60,34,1054,1.096774193548387
56,61,41,861,1.9523809523809523
56,62,41,861,1.9523809523809523
56,63,43,2408,0.7678571428571429
56,64,35,1470,0.8333333333333334
56,65,42,1302,1.3548387096774193
56,66,35,1190,1.0294117647058822
56,67,42,1596,1.105263157894737
56,68,43,2236,0.8269230769230769
56,69,36,1584,0.8181818181818182
56,70,38,1900,0.76
56,71,35,1190,1.0294117647058822
56,72,40,1040,1.5384615384615385
56,73,42,924,1.9090909090909092
56,74,41,1558,1.0789473684210527
56,75,33,1683,0.6470588235294118
56,76,39,1404,1.0833333333333333
56,77,35,1470,0.8333333333333334
56,78,38,798,1.8095238095238095
56,79,39,897,1.6956521739130435
56,80,43,1935,0.9555555555555556
56,81,34,748,1.5454545454545454
56,82,34,986,1.1724137931034482
56,83,39,1638,0.9285714285714286
56,84,39,897,1.6956521739130435
56,85,40,1840,0.8695652173913043
56,86,43,1376,1.34375
56,87,37,1776,0.7708333333333334
56,88,41,1722,0.9761904761904762
56,89,39,2067,0.7358490566037735
56,90,37,1554,0.8809523809523809
56,91,33,1650,0.66
56,92,37,740,1.85
56,93,41,1476,1.1388888888888888
56,94,40,2160,0.7407407407407407
56,95,34,850,1.36
56,96,33,1155,0.9428571428571428
56,97,42,1974,0.8936170212765957
56,98,40,1680,0.9523809523809523
56,99,37,2072,0.6607142857142857
57,0,36,720,1.8
57,1,35,1855,0.660377358490566
57,2,42,2058,0.8571428571428571
57,3,42,1764,1.0
57,4,41,1968,0.8541666666666666
57,5,44,1980,0.9777777777777777
57,6,44,1408,1.375
57,7,44,1100,1.76
57,8,34,1836,0.6296296296296297
57,9,38,798,1.8095238095238095
57,10,34,816,1.4166666666666667
57,11,42,1134,1.5555555555555556
57,12,37,740,1.85
57,13,44,1628,1.1891891891891893
57,14,43,1720,1.075
57,15,41,1558,1.0789473684210527
57,16,34,1156,1.0
57,17,40,1680,0.9523809523809523
57,18,42,1260,1.4
57,19,39,1716,0.8863636363636364
57,20,35,1400,0.875
57,21,34,1224,0.9444444444444444
57,22,40,2080,0.7692307692307693
57,23,41,1640,1.025
57,24,44,1584,1.2222222222222223
57,25,43,1591,1.162162162162162
57,26,36,1620,0.8
57,27,40,1960,0.8163265306122449
57,28,37,1517,0.9024390243902439
57,29,40,1160,1.3793103448275863
57,30,38,1862,0.7755102040816326
57,31,44,1848,1.0476190476190477
57,32,35,840,1.4583333333333333
57,33,37,888,1.5416666666666667
57,34,38,1900,0.76
57,35,36,936,1.3846153846153846
57,36,39,1560,0.975
57,37,34,646,1.7894736842105263
57,38,43,2322,0.7962962962962963
57,39,42,2142,0.8235294117647058
57,40,43,2064,0.8958333333333334
57,41,36,1980,0.6545454545454545
57,42,36,792,1.6363636363636365
57,43,35,1155,1.0606060606060606
57,44,44,1848,1.0476190476190477
57,45,38,1900,0.76
57,46,40,2000,0.8
57,47,42,2100,0.84
57,48,34,1734,0.6666666666666666
57,49,43,1720,1.075
57,50,44,1056,1.8333333333333333
57,51,39,1014,1.5
57,52,40,1440,1.1111111111111112
57,53,39,1599,0.9512195121951219
57,54,38,1596,0.9047619047619048
57,55,35,1610,0.7608695652173914
57,56,42,1302,1.3548387096774193
57,57,34,1530,0.7555555555555555
57,58,43,946,1.9545454545454546
57,59,38,1520,0.95
57,60,44,1496,1.2941176470588236
57,61,44,1364,1.4193548387096775
57,62,35,1155,1.0606060606060606
57,63,34,1224,0.9444444444444444
57,64,35,1225,1.0
57,65,42,1470,1.2
57,66,36,1152,1.125
57,67,39,1872,0.8125
57,68,42,1008,1.75
57,69,39,1911,0.7959183673469388
57,70,34,1734,0.6666666666666666
57,71,38,1520,0.95
57,72,36,1584,0.8181818181818182
57,73,41,984,1.7083333333333333
57,74,39,1404,1.0833333333333333
57,75,38,1178,1.2258064516129032
57,76,39,1170,1.3
57,77,34,1598,0.723404255319149
57,78,44,1320,1.4666666666666666
57,79,44,1760,1.1
57,80,34,952,1.2142857142857142
57,81,37,1480,0.925
57,82,37,1406,0.9736842105263158
57,83,40,1920,0.8333333333333334
57,84,43,1849,1.0
57,85,44,924,2.0952380952380953
57,86,39,1092,1.3928571428571428
57,87,34,1224,0.9444444444444444
57,88,38,912,1.5833333333333333
57,89,41,861,1.9523809523809523
57,90,43,1935,0.9555555555555556
57,91,39,1599,0.9512195121951219
57,92,43,1290,1.4333333333333333
57,93,41,1968,0.8541666666666666
57,94,38,2052,0.7037037037037037
57,95,40,1920,0.8333333333333334
57,96,43,2107,0.8775510204081632
57,97,36,1584,0.8181818181818182
57,98,34,1088,1.0625
57,99,36,792,1.6363636363636365
58,0,37,1369,1.0
58,1,44,2068,0.9361702127659575
58,2,44,1012,1.9130434782608696
58,3,36,1080,1.2
58,4,38,912,1.5833333333333333
58,5,37,1628,0.8409090909090909
58,6,45,1620,1.25
58,7,41,902,1.8636363636363635
58,8,44,2288,0.8461538461538461
58,9,36,1116,1.1612903225806452
58,10,44,2464,0.7857142857142857
58,11,45,2430,0.8333333333333334
58,12,44,1408,1.375
58,13,40,1800,0.8888888888888888
58,14,42,1176,1.5
58,15,45,1260,1.6071428571428572
58,16,36,1188,1.0909090909090908
58,17,45,990,2.0454545454545454
58,18,36,1656,0.782608695652174
58,19,44,1276,1.5172413793103448
58,20,44,1100,1.76
58,21,43,989,1.8695652173913044
58,22,35,945,1.2962962962962963
58,23,38,1406,1.027027027027027
58,24,43,1247,1.4827586206896552
58,25,35,1540,0.7954545454545454
58,26,43,1806,1.0238095238095237
58,27,38,1064,1.3571428571428572
58,28,39,2106,0.7222222222222222
58,29,37,1369,1.0
58,30,35,1750,0.7
58,31,44,2200,0.88
58,32,35,1365,0.8974358974358975
58,33,39,1911,0.7959183673469388
58,34,35,1785,0.6862745098039216
58,35,40,2040,0.7843137254901961
58,36,44,836,2.3157894736842106
58,37,38,1368,1.0555555555555556
58,38,39,1443,1.054054054054054
58,39,37,1961,0.6981132075471698
58,40,40,1800,0.8888888888888888
58,41,42,1554,1.135135135135135
58,42,43,1462,1.2647058823529411
58,43,44,1980,0.9777777777777777
58,44,45,2340,0.8653846153846154
58,45,41,2255,0.7454545454545455
58,46,44,1936,1.0
58,47,35,665,1.8421052631578947
58,48,41,1312,1.28125
58,49,36,1188,1.0909090909090908
58,50,42,2058,0.8571428571428571
58,51,44,2464,0.7857142857142857
58,52,40,1920,0.8333333333333334
58,53,40,1920,0.8333333333333334
58,54,40,1000,1.6
58,55,35,1435,0.8536585365853658
58,56,45,2340,0.8653846153846154
58,57,38,1368,1.0555555555555556
58,58,40,2240,0.7142857142857143
58,59,38,1634,0.8837209302325582
58,60,42,1764,1.0
58,61,43,1806,1.0238095238095237
58,62,38,1558,0.926829268292683
58,63,39,1209,1.2580645161290323
58,64,43,2150,0.86
58,65,37,1591,0.8604651162790697
58,66,43,1720,1.075
58,67,39,1170,1.3
58,68,40,1040,1.5384615384615385
58,69,42,1974,0.8936170212765957
58,70,42,1554,1.135135135135135
58,71,39,1482,1.0263157894736843
58,72,42,2142,0.8235294117647058
58,73,39,1599,0.9512195121951219
58,74,39,2028,0.75
58,75,41,1312,1.28125
58,76,37,777,1.7619047619047619
58,77,45,1215,1.6666666666666667
58,78,45,1980,1.0227272727272727
58,79,39,741,2.0526315789473686
58,80,39,1482,1.0263157894736843
58,81,38,1064,1.3571428571428572
58,82,44,2024,0.9565217391304348
58,83,37,1850,0.74
58,84,36,1980,0.6545454545454545
58,85,39,1170,1.3
58,86,44,1804,1.0731707317073171
58,87,35,1575,0.7777777777777778
58,88,40,1480,1.0810810810810811
58,89,36,1116,1.1612903225806452
58,90,43,2365,0.7818181818181819
58,91,40,1480,1.0810810810810811
58,92,45,2025,1.0
58,93,38,988,1.4615384615384615
58,94,37,888,1.5416666666666667
58,95,40,2040,0.7843137254901961
58,96,38,950,1.52
58,97,42,924,1.9090909090909092
58,98,42,2058,0.8571428571428571
58,99,45,1485,1.3636363636363635
59,0,45,945,2.142857142857143
59,1,45,1035,1.9565217391304348
59,2,45,1440,1.40625
59,3,41,2050,0.82
59,4,45,1260,1.6071428571428572
59,5,43,1978,0.9347826086956522
59,6,44,1144,1.6923076923076923
59,7,37,1517,0.9024390243902439
59,8,36,1188,1.0909090909090908
59,9,35,1015,1.206896551724138
59,10,35,805,1.5217391304347827
59,11,44,1100,1.76
59,12,41,1968,0.8541666666666666
59,13,43,1548,1.1944444444444444
59,14,43,1935,0.9555555555555556
59,15,42,2058,0.8571428571428571
59,16,41,1435,1.1714285714285715
59,17,44,1144,1.6923076923076923
59,18,35,1925,0.6363636363636364
59,19,37,1591,0.8604651162790697
59,20,42,882,2.0
59,21,42,1008,1.75
59,22,45,855,2.3684210526315788
59,23,37,1480,0.925
59,24,36,1332,0.972972972972973
59,25,42,1848,0.9545454545454546
59,26,35,1225,1.0
59,27,38,1292,1.1176470588235294
59,28,45,2160,0.9375
59,29,42,2100,0.84
59,30,41,1066,1.5769230769230769
59,31,44,1320,1.4666666666666666
59,32,42,1428,1.2352941176470589
59,33,38,1710,0.8444444444444444
59,34,45,1440,1.40625
59,35,39,1638,0.9285714285714286
59,36,45,1845,1.0975609756097562
59,37,37,1147,1.1935483870967742
59,38,44,1100,1.76
59,39,41,1517,1.1081081081081081
59,40,37,999,1.3703703703703705
59,41,37,1110,1.2333333333333334
59,42,41,779,2.1578947368421053
59,43,42,1722,1.024390243902439
59,44,37,1295,1.0571428571428572
59,45,43,2408,0.7678571428571429
59,46,43,1849,1.0
59,47,36,2016,0.6428571428571429
59,48,41,1312,1.28125
59,49,36,1404,0.9230769230769231
59,50,45,2385,0.8490566037735849
59,51,35,1225,1.0
59,52,36,1764,0.7346938775510204
59,53,36,1332,0.972972972972973
59,54,38,1900,0.76
59,55,39,1560,0.975
59,56,35,1120,1.09375
59,57,37,1628,0.8409090909090909
59,58,42,2184,0.8076923076923077
59,59,40,1920,0.8333333333333334
59,60,45,2205,0.9183673469387755
59,61,38,1710,0.8444444444444444
59,62,35,1225,1.0
59,63,44,1980,0.9777777777777777
59,64,40,2120,0.7547169811320755
59,65,38,1672,0.8636363636363636
59,66,40,960,1.6666666666666667
59,67,44,1276,1.5172413793103448
59,68,41,2173,0.7735849056603774
59,69,40,2160,0.7407407407407407
59,70,40,2160,0.7407407407407407
59,71,35,1260,0.9722222222222222
59,72,42,966,1.826086956521739
59,73,36,1584,0.8181818181818182
59,74,38,1292,1.1176470588235294
59,75,35,1260,0.9722222222222222
59,76,43,1462,1.2647058823529411
59,77,38,912,1.5833333333333333
59,78,41,2050,0.82
59,79,36,1980,0.6545454545454545
59,80,40,2160,0.7407407407407407
59,81,40,840,1.9047619047619047
59,82,38,1862,0.7755102040816326
59,83,45,1395,1.4516129032258065
59,84,42,1596,1.105263157894737
59,85,44,2376,0.8148148148148148
59,86,44,880,2.2
59,87,40,2000,0.8
59,88,43,903,2.0476190476190474
59,89,41,1476,1.1388888888888888
59,90,42,2352,0.75
59,91,35,875,1.4
59,92,44,2024,0.9565217391304348
59,93,39,1794,0.8478260869565217
59,94,45,2295,0.8823529411764706
59,95,45,1890,1.0714285714285714
59,96,42,798,2.210526315789474
59,97,35,665,1.8421052631578947
59,98,35,1680,0.7291666666666666
59,99,45,1170,1.7307692307692308
60,0,41,1886,0.8913043478260869
60,1,39,1053,1.4444444444444444
60,2,40,800,2.0
60,3,39,858,1.7727272727272727
60,4,43,860,2.15
60,5,37,1998,0.6851851851851852
60,6,45,1530,1.3235294117647058
60,7,45,1215,1.6666666666666667
60,8,39,1131,1.3448275862068966
60,9,36,1584,0.8181818181818182
60,10,39,975,1.56
60,11,39,1560,0.975
60,12,39,1755,0.8666666666666667
60,13,38,1710,0.8444444444444444
60,14,41,1476,1.1388888888888888
60,15,36,1296,1.0
60,16,42,1428,1.2352941176470589
60,17,41,1927,0.8723404255319149
60,18,45,1755,1.1538461538461537
60,19,44,1672,1.1578947368421053
60,20,37,777,1.7619047619047619
60,21,46,1334,1.5862068965517242
60,22,38,760,1.9
60,23,36,864,1.5
60,24,44,2112,0.9166666666666666
60,25,40,800,2.0
60,26,46,1748,1.2105263157894737
60,27,45,1665,1.2162162162162162
60,28,39,1794,0.8478260869565217
60,29,42,1848,0.9545454545454546
60,30,41,902,1.8636363636363635
60,31,37,1369,1.0
60,32,42,2016,0.875
60,33,43,2193,0.8431372549019608
60,34,45,1665,1.2162162162162162
60,35,43,2236,0.8269230769230769
60,36,44,2112,0.9166666666666666
60,37,37,1702,0.8043478260869565
60,38,43,2408,0.7678571428571429
60,39,38,1596,0.9047619047619048
60,40,43,1118,1.6538461538461537
60,41,37,1591,0.8604651162790697
60,42,46,874,2.4210526315789473
60,43,45,1800,1.125
60,44,43,1419,1.303030303030303
60,45,45,2070,0.9782608695652174
60,46,38,760,1.9
60,47,44,1584,1.2222222222222223
60,48,44,2464,0.7857142857142857
60,49,40,1440,1.1111111111111112
60,50,46,1012,2.090909090909091
60,51,44,2376,0.8148148148148148
60,52,45,2295,0.8823529411764706
60,53,44,1188,1.6296296296296295
60,54,46,1426,1.4838709677419355
60,55,38,1596,0.9047619047619048
60,56,40,2120,0.7547169811320755
60,57,42,1680,1.05
60,58,43,1849,1.0
60,59,44,1980,0.9777777777777777
60,60,42,2268,0.7777777777777778
60,61,41,1886,0.8913043478260869
60,62,36,1872,0.6923076923076923
60,63,38,1254,1.1515151515151516
60,64,38,1596,0.9047619047619048
60,65,36,1944,0.6666666666666666
60,66,42,2058,0.8571428571428571
60,67,37,1628,0.8409090909090909
60,68,37,2072,0.6607142857142857
60,69,38,1976,0.7307692307692307
60,70,38,1330,1.0857142857142856
60,71,45,1575,1.2857142857142858
60,72,38,1368,1.0555555555555556
60,73,37,1480,0.925
60,74,38,1406,1.027027027027027
60,75,43,2236,0.8269230769230769
60,76,41,1107,1.5185185185185186
60,77,36,1188,1.0909090909090908
60,78,45,2520,0.8035714285714286
60,79,39,1638,0.9285714285714286
60,80,41,1804,0.9318181818181818
60,81,43,2365,0.7818181818181819
60,82,38,1976,0.7307692307692307
60,83,38,1330,1.0857142857142856
60,84,45,1305,1.5517241379310345
60,85,40,2160,0.7407407407407407
60,86,41,1558,1.0789473684210527
60,87,44,968,2.0
60,88,36,1044,1.2413793103448276
60,89,43,1591,1.162162162162162
60,90,46,2070,1.0222222222222221
60,91,43,1204,1.5357142857142858
60,92,39,1287,1.1818181818181819
60,93,42,1344,1.3125
60,94,46,1334,1.5862068965517242
60,95,43,1505,1.2285714285714286
60,96,41,1927,0.8723404255319149
60,97,41,1804,0.9318181818181818
60,98,44,2024,0.9565217391304348
60,99,41,902,1.8636363636363635
61,0,42,840,2.1
61,1,36,1368,0.9473684210526315
61,2,46,2484,0.8518518518518519
61,3,44,2244,0.8627450980392157
61,4,46,1380,1.5333333333333334
61,5,39,1521,1.0
61,6,39,1794,0.8478260869565217
61,7,38,1026,1.4074074074074074
61,8,46,920,2.3
61,9,38,1900,0.76
61,10,42,1722,1.024390243902439
61,11,40,2160,0.7407407407407407
61,12,39,897,1.6956521739130435
61,13,44,2024,0.9565217391304348
61,14,41,2091,0.803921568627451
61,15,41,779,2.1578947368421053
61,16,43,817,2.263157894736842
61,17,37,1110,1.2333333333333334
61,18,42,2310,0.7636363636363637
61,19,36,2016,0.6428571428571429
61,20,36,1116,1.1612903225806452
61,21,41,1189,1.4137931034482758
61,22,39,819,1.8571428571428572
61,23,42,1932,0.9130434782608695
61,24,43,946,1.9545454545454546
61,25,42,2310,0.7636363636363637
61,26,38,760,1.9
61,27,44,1408,1.375
61,28,43,1075,1.72
61,29,39,1365,1.1142857142857143
61,30,40,760,2.1052631578947367
61,31,42,2268,0.7777777777777778
61,32,43,1462,1.2647058823529411
61,33,46,1610,1.3142857142857143
61,34,39,2028,0.75
61,35,38,1748,0.8260869565217391
61,36,36,756,1.7142857142857142
61,37,40,1480,1.0810810810810811
61,38,45,1485,1.3636363636363635
61,39,44,2200,0.88
61,40,37,1184,1.15625
61,41,37,1998,0.6851851851851852
61,42,37,1517,0.9024390243902439
61,43,42,1806,0.9767441860465116
61,44,40,1400,1.1428571428571428
61,45,38,1026,1.4074074074074074
61,46,42,1848,0.9545454545454546
61,47,36,756,1.7142857142857142
61,48,41,1107,1.5185185185185186
61,49,40,1680,0.9523809523809523
61,50,40,1480,1.0810810810810811
61,51,40,1600,1.0
61,52,40,1720,0.9302325581395349
61,53,45,1620,1.25
61,54,38,1444,1.0
61,55,38,836,1.7272727272727273
61,56,44,880,2.2
61,57,41,820,2.05
61,58,43,2322,0.7962962962962963
61,59,40,1440,1.1111111111111112
61,60,37,888,1.5416666666666667
61,61,37,1628,0.8409090909090909
61,62,43,1204,1.5357142857142858
61,63,37,1332,1.0277777777777777
61,64,41,2255,0.7454545454545455
61,65,38,1064,1.3571428571428572
61,66,36,828,1.565217391304348
61,67,44,1716,1.1282051282051282
61,68,39,1053,1.4444444444444444
61,69,36,900,1.44
61,70,36,1044,1.2413793103448276
61,71,42,1428,1.2352941176470589
61,72,40,1000,1.6
61,73,44,2024,0.9565217391304348
61,74,40,1120,1.4285714285714286
61,75,46,1380,1.5333333333333334
61,76,41,1189,1.4137931034482758
61,77,42,1638,1.0769230769230769
61,78,40,1640,0.975609756097561
61,79,42,1806,0.9767441860465116
61,80,41,1558,1.0789473684210527
61,81,41,2214,0.7592592592592593
61,82,41,1968,0.8541666666666666
61,83,38,1406,1.027027027027027
61,84,40,2000,0.8
61,85,46,1380,1.5333333333333334
61,86,37,1961,0.6981132075471698
61,87,37,1184,1.15625
61,88,41,984,1.7083333333333333
61,89,46,1886,1.1219512195121952
61,90,46,1656,1.2777777777777777
61,91,44,1276,1.5172413793103448
61,92,36,1872,0.6923076923076923
61,93,44,880,2.2
61,94,39,1833,0.8297872340425532
61,95,42,2016,0.875
61,96,45,2520,0.8035714285714286
61,97,44,2332,0.8301886792452831
61,98,46,1242,1.7037037037037037
61,99,46,1886,1.1219512195121952
62,0,47,1974,1.119047619047619
62,1,42,966,1.826086956521739
62,2,43,2322,0.7962962962962963
62,3,41,1845,0.9111111111111111
62,4,42,2016,0.875
62,5,47,940,2.35
62,6,43,2193,0.8431372549019608
62,7,43,1763,1.048780487804878
62,8,41,984,1.7083333333333333
62,9,44,1672,1.1578947368421053
62,10,45,1575,1.2857142857142858
62,11,39,975,1.56
62,12,47,1692,1.3055555555555556
62,13,42,1008,1.75
62,14,37,1665,0.8222222222222222
62,15,45,1935,1.0465116279069768
62,16,39,1560,0.975
62,17,43,1634,1.131578947368421
62,18,45,900,2.25
62,19,43,1419,1.303030303030303
62,20,37,1295,1.0571428571428572
62,21,41,861,1.9523809523809523
62,22,44,1584,1.2222222222222223
62,23,46,1150,1.84
62,24,39,1404,1.0833333333333333
62,25,46,2346,0.9019607843137255
62,26,46,2208,0.9583333333333334
62,27,41,1271,1.3225806451612903
62,28,41,2296,0.7321428571428571
62,29,43,2193,0.8431372549019608
62,30,47,2021,1.0930232558139534
62,31,47,1692,1.3055555555555556
62,32,47,1081,2.0434782608695654
62,33,37,1295,1.0571428571428572
62,34,44,1672,1.1578947368421053
62,35,39,1014,1.5
62,36,38,1634,0.8837209302325582
62,37,37,1517,0.9024390243902439
62,38,47,2585,0.8545454545454545
62,39,38,2090,0.6909090909090909
62,40,39,1638,0.9285714285714286
62,41,45,1125,1.8
62,42,38,1976,0.7307692307692307
62,43,38,874,1.6521739130434783
62,44,44,1408,1.375
62,45,41,902,1.8636363636363635
62,46,39,1521,1.0
62,47,46,1656,1.2777777777777777
62,48,37,1258,1.088235294117647
62,49,39,2028,0.75
62,50,40,1800,0.8888888888888888
62,51,37,1369,1.0
62,52,46,2438,0.8679245283018868
62,53,41,1353,1.2424242424242424
62,54,38,2090,0.6909090909090909
62,55,43,1849,1.0
62,56,45,945,2.142857142857143
62,57,44,1540,1.2571428571428571
62,58,42,882,2.0
62,59,45,1980,1.0227272727272727
62,60,41,2091,0.803921568627451
62,61,47,2303,0.9591836734693877
62,62,43,2322,0.7962962962962963
62,63,45,1170,1.7307692307692308
62,64,40,1760,0.9090909090909091
62,65,42,1974,0.8936170212765957
62,66,41,2255,0.7454545454545455
62,67,40,1680,0.9523809523809523
62,68,42,1890,0.9333333333333333
62,69,42,1260,1.4
62,70,40,1760,0.9090909090909091
62,71,45,855,2.3684210526315788
62,72,37,1406,0.9736842105263158
62,73,46,1932,1.0952380952380953
62,74,47,2397,0.9215686274509803
62,75,47,1363,1.6206896551724137
62,76,40,1960,0.8163265306122449
62,77,44,2112,0.9166666666666666
62,78,45,1935,1.0465116279069768
62,79,44,2244,0.8627450980392157
62,80,37,1295,1.0571428571428572
62,81,47,1457,1.5161290322580645
62,82,39,1482,1.0263157894736843
62,83,40,1240,1.2903225806451613
62,84,40,1080,1.4814814814814814
62,85,37,1554,0.8809523809523809
62,86,46,1242,1.7037037037037037
62,87,45,2295,0.8823529411764706
62,88,38,988,1.4615384615384615
62,89,43,2322,0.7962962962962963
62,90,42,2184,0.8076923076923077
62,91,41,984,1.7083333333333333
62,92,45,2070,0.9782608695652174
62,93,39,1053,1.4444444444444444
62,94,37,1517,0.9024390243902439
62,95,39,1404,1.0833333333333333
62,96,42,2016,0.875
62,97,41,2173,0.7735849056603774
62,98,47,1598,1.3823529411764706
62,99,42,1176,1.5
63,0,40,1600,1.0
63,1,47,2350,0.94
63,2,48,1536,1.5
63,3,45,1890,1.0714285714285714
63,4,38,1444,1.0
63,5,40,840,1.9047619047619047
63,6,47,1269,1.7407407407407407
63,7,41,1517,1.1081081081081081
63,8,42,1890,0.9333333333333333
63,9,38,1938,0.7450980392156863
63,10,40,1000,1.6
63,11,46,2208,0.9583333333333334
63,12,41,1517,1.1081081081081081
63,13,41,1230,1.3666666666666667
63,14,45,1575,1.2857142857142858
63,15,44,1144,1.6923076923076923
63,16,47,1363,1.6206896551724137
63,17,44,968,2.0
63,18,46,1058,2.0
63,19,48,1008,2.2857142857142856
63,20,45,1305,1.5517241379310345
63,21,47,2491,0.8867924528301887
63,22,46,2070,1.0222222222222221
63,23,39,2067,0.7358490566037735
63,24,44,2024,0.9565217391304348
63,25,48,2544,0.9056603773584906
63,26,44,1540,1.2571428571428571
63,27,45,1125,1.8
63,28,46,1748,1.2105263157894737
63,29,44,1628,1.1891891891891893
63,30,47,1363,1.6206896551724137
63,31,44,1980,0.9777777777777777
63,32,44,1408,1.375
63,33,39,936,1.625
63,34,48,2112,1.0909090909090908
63,35,48,960,2.4
63,36,42,1596,1.105263157894737
63,37,46,1932,1.0952380952380953
63,38,47,1316,1.6785714285714286
63,39,43,1462,1.2647058823529411
63,40,41,1025,1.64
63,41,39,2184,0.6964285714285714
63,42,48,2400,0.96
63,43,45,2295,0.8823529411764706
63,44,39,1911,0.7959183673469388
63,45,40,760,2.1052631578947367
63,46,44,2156,0.8979591836734694
